Date,Stock,Headline,Label
2021-07-21,175-HK,"Volvo signs agreement to acquire Geely Automobile's stake in a Chinese JV - Sina, seemingly citing sources (HK$23.35, +0.45)",1
2021-07-21,MBG-DE,"Follow-up: Daimler lowers FY Mercedes-Benz Cars unit sales due to the worldwide semiconductor components shortage; reaffirms division's FY adjusted RoS guidance (€70.07, 0.00)",1
2021-07-21,175-HK,"Volvo Cars agrees to acquire the remaining 50% of its Chinese manufacturing and sales operations from Geely Holding (HK$23.40, 0.00)",1
2021-07-21,MBG-DE,"Daimler reports Q2 EPS €3.36 vs FactSet €2.88 [6 est, €2.18-3.38]; listing of Daimler Truck expected to be completed by year-end (€70.07, 0.00)",1
2021-07-21,7269-JP,"Suzuki Motor, Daihatsu Motor to buy into Commercial Japan Partnership; terms undisclosed",0
2021-07-22,VOW3-DE,Swedish battery cell manufacturer Northvolt is aiming for an IPO in 2022 -- manager magazin,0
2021-07-22,MBG-DE,"Follow-up: Daimler agrees to acquire YASA for an undisclosed sum (€72.02, +1.18)",1
2021-07-22,MBG-DE,"Daimler's Mercedes-Benz is getting ready to go all electric by the end of the decade; All newly launched architectures will be electric-only from 2025 onwards (€72.17, +1.33)",1
2021-07-22,005380-KR,Hyundai Motor Co. reports Q2 net income KRW1.762T vs year-ago KRW227.39B,0
2021-07-22,7203-JP,StreetAccount Summary: The Economist print edition,0
2021-07-22,7203-JP,"Toyota Motor halting factories in Thailand - Nikkei ($178.82, -0.86)",0
2021-07-22,PII-US,"StreetAccount Consensus Metrics Preview - Polaris Inc. Q2 Earnings ($135.25, 0.00)",1
2021-07-23,F-US,"Taiwan Semiconductor to boost output of automotive chips through 2022 -- Digitimes (NT$585.00, 0.00)",0
2021-07-23,STLAM-IT,"Stellantis enters €12B revolving credit facility (€15.75, 0.00)",0
2021-07-23,STLAM-IT,"Taiwan Semiconductor to boost output of automotive chips through 2022 -- Digitimes (NT$585.00, 0.00)",0
2021-07-23,MBG-DE,"Daimler upgraded to buy from hold at Kepler Cheuvreux (€71.38, 0.00)",0
2021-07-23,GM-US,"Taiwan Semiconductor to boost output of automotive chips through 2022 -- Digitimes (NT$585.00, 0.00)",0
2021-07-25,LI-US,"Li Auto passes HKEX listing hearing; Goldman Sachs and CICC as joint sponsors ($30.28, 0.00)",0
2021-07-26,005380-KR,"Hyundai Motor Co. declares interim dividend KRW1,000/share vs none year-ago (KRW 226000.0000, 0)",1
2021-07-26,1211-HK,Other notable research calls,0
2021-07-26,LI-US,"Li Auto to raise $1-1.5B on its Hong Kong listing - IFR ($30.28, 0.00)",0
2021-07-26,VOW3-DE,"Volkswagen considering options for MAN Energy Solutions, including minority listing - Bloomberg (26-Jul, 16:58 CET) (€277.40, 0.00)",1
2021-07-27,VOW3-DE,"Volkswagen said to have improved offer for Europcar to ~$3B -- Bloomberg (€0.47, 0.00)",0
2021-07-27,1211-HK,"BYD Co. Ltd. added to Conviction List Buy at Goldman Sachs (HK$204.00, 0.00)",1
2021-07-27,1211-HK,"BYD Co. added to Conviction Buy List at Goldman Sachs (HK$204.00, 0.00)",1
2021-07-27,LCID-US,"WSJ's Heard on the Street column is cautious on Lucid Motors ($26.83, 0.00)",0
2021-07-27,F-US,Rivian planning to invest $5B in second US electric vehicle assembly plant - Reuters,1
2021-07-27,PII-US,"StreetAccount Metrics Recap - Polaris Inc. Q2 Earnings ($139.00, 0.00)",0
2021-07-27,VOW3-DE,"Follow-up: Europcar's hedge fund shareholders more interest in offer of ~$3B from Volkswagen - Bloomberg (€0.48, +0.01)",0
2021-07-27,PII-US,"Polaris Inc. reports Q2 adjusted EPS $2.70 vs FactSet $2.17 [17 est, $1.54-2.42] ($139.00, 0.00)",0
2021-07-28,LCID-US,StreetAccount Summary -- Recent SPAC Activity: weekly through 27-Jul,0
2021-07-28,7201-JP,"Nissan Motor reports Q1 EPS ¥29.26, unclear if comparable to FactSet (¥6.19) [6 est, (¥30.41)-8.20] (¥593.7000, 0)",1
2021-07-28,175-HK,"Geely Automobile Holdings forms JV with Sunwoda and Geely Holding Automobile to develop, produce and sell hybrid battery cells, battery modules and battery packs (HK$23.75, 0.00)",1
2021-07-29,7267-JP,"Honda Motor June global vehicle production (11.4%) y/y to 348,991 units (¥3532.0000, 0)",0
2021-07-29,175-HK,Other notable research calls,1
2021-07-29,7203-JP,"Toyota Motor reports June global production +41.2% y/y to 831,533 (¥9843.0000, +39)",0
2021-07-29,7201-JP,"Nissan Motor June global vehicle output +14.9% y/y to 296,415 vehicles (¥628.5000, 0)",1
2021-07-29,STLAM-IT,"Archer and Atlas Crest Investment Corp. revise valuation of previously announced transaction; adjusts pro forma enterprise value of Archer to $1.7B (from $2.7B) ($10.25, 0.00)",0
2021-07-30,7201-JP,"Nissan Motor releases sustainability report (¥630.9000, 0)",0
2021-07-30,MBG-DE,"Daimler's boards approve spin-off of Daimler Truck; EGM planned for 1-Oct (€75.25, -0.90)",0
2021-07-31,TSLA-US,Barron's Summary,0
2021-07-31,F-US,Rivian in talks with British government to built plant near Bristol -- Sky News,0
2021-08-01,MBG-DE,"Mercedes-Benz USA reports Q4 total vehicle sales (8.9%) y/y (€57.35, -0.44)",0
2021-08-01,7201-JP,"Nissan to cut production due to semiconductor supply shortage - Nikkei (¥544.1000, 0)",0
2021-08-01,F-US,"Ford Motor to idle Louisville assembly plant next week due to microchip shortage - Detroit News ($8.97, -0.10)",0
2021-08-01,005380-KR,StreetAccount Activist Summary: Week of 4-Jan,0
2021-08-01,MBG-DE,"Mercedes-Benz Cars reports Q4 retail sales 631,713 vehicles. down (1.8%) y/y (8-Jan)",0
2021-08-02,TSLA-US,"SEC unlikely to investigate Tesla CEO Elon Musk for his bitcoin tweets - WSJ, citing academic ($863.42, 0.00)",1
2021-08-02,MBG-DE,Daimler upgraded to add from reduce at AlphaValue,0
2021-08-02,MBG-DE,"EU clears Volvo, Daimler Truck's JV to develop, produce and commercialize fuel-cell systems",0
2021-08-02,175-HK,"Geely Automobile Holdings reports January sales volume 156,326 units, +40% y/y (HK$28.25, 0.00)",1
2021-08-02,TSLA-US,"Chinese regulators met with Tesla to discuss quality issues -- Reuters ($852.23, 0.00)",1
2021-08-03,175-HK,"Geely Automobile Holdings reports February sales volume 77,221 units, +265% y/y (HK$22.05, 0.00)",1
2021-08-03,9868-HK,"XPeng reports Q4 non-GAAP EPADS (CNY0.95) vs FactSet (CNY0.92) [4 est, (CNY1.07)-(0.60)] ($28.03, 0.00)",1
2021-08-03,VOW3-DE,"Porsche Automobil Holding agrees to increase its stake in Rimac Automobili to 24% from 15% - Bloomberg (€75.98, +0.62)",1
2021-08-03,STLAM-IT,"Stellantis EGM approve previously announced conditional distribution of 54.3M Faurecia shares and up to €308M in cash (€14.30, +0.62)",1
2021-08-04,LI-US,"Li Auto Inc. prices offering of $750M convertible senior notes ($22.23, 0.00)",0
2021-08-04,MBG-DE,"Mercedes-Benz Cars reports Q1 worldwide retail sales +22.3% y/y to 590,999 cars (7-Apr) (€75.35, -0.26)",0
2021-08-04,9868-HK,"XPeng, Inc. enters cooperation agreement for new smart EV manufacturing base in Wuhan ($34.87, +0.80)",0
2021-08-04,BMW-DE,"BMW Group reports Q1 sales 636,606 vehicles, +33.5% y/y (€89.07, 0.00)",0
2021-08-05,TSLA-US,Barron's Summary,0
2021-08-06,BMW-DE,"Solid Power said to be in merger talks with Decarbonization Plus Acquisition Corp. III ($10.59, +0.60)",0
2021-08-06,1211-HK,"Apple in early-stage talks with CATL, BYD about making batteries for its planned EV - Reuters ($125.90, 0.00)",0
2021-08-06,TSLA-US,"Tesla China deliveries 33,463 China-made vehicles in May vs 25,845 in April - Bloomberg, citing data from China's Passenger Car Association ($605.13, 0.00)",0
2021-08-06,2333-HK,"Great Wall Motor Co. prices CNY3.5B convertible bonds (HK$23.75, +0.60)",0
2021-08-06,MBG-DE,"Daimler CEO predicts strong 2021, even better 2022 -- Automotive News Europe (€80.14, 0.00)",0
2021-08-06,BMW-DE,"Follow-up: Solid Power in talks to go public via merger with Decarbonization Plus Acquisition Corp. III - Bloomberg ($10.65, 0.00)",0
2021-08-06,F-US,"Solid Power said to be in merger talks with Decarbonization Plus Acquisition Corp. III ($10.59, +0.60)",0
2021-08-06,F-US,"Follow-up: Solid Power in talks to go public via merger with Decarbonization Plus Acquisition Corp. III - Bloomberg ($10.65, 0.00)",0
2021-08-06,2333-HK,"Great Wall Motor Co. reports May sales volume 86,965 units, +6.18% y/y (HK$23.50, 0.00)",0
2021-08-07,9868-HK,"Index change: XPeng, Inc. meets the Fast Entry Rule and will be added to the Hang Seng Family of Indexes; effective 21-Jul (HK$151.50, 0.00)",0
2021-08-07,175-HK,"Gores Guggenheim said to be in merger talks with Polestar -- Bloomberg ($10.19, +0.46)",0
2021-08-07,PSNY-US,"Follow-up: Polestar in talks to go public via merger with Gores Guggenheim - Bloomberg ($10.73, 0.00)",0
2021-08-07,175-HK,"Follow-up: Polestar in talks to go public via merger with Gores Guggenheim - Bloomberg ($10.73, 0.00)",0
2021-08-07,MBG-DE,"Allianz invests in quality used car platform heycar and becomes insurance & services partner (€208.75, -3.35)",0
2021-08-07,2333-HK,"Great Wall Motor Co. reports June sales volume 100,664 units, +22.7% y/y (HK$25.45, 0.00)",0
2021-08-07,STLAM-IT,"Stellantis H1 Trading Performance: Expects a strong margin performance for H1 of 2021, due to positive pricing and product mix (€16.59, 0.00)",0
2021-08-07,1211-HK,"Tesla China sales 33,155 China-made vehicles in June vs 33,463 in May - Reuters, citing data from China Passenger Car Association ($644.65, 0.00)",0
2021-08-07,STLAM-IT,"Stellantis EV day 2021: intensifies electrification while targeting sustainable double-digit adjusted operating income margins in mid-term (€15.93, -0.67)",0
2021-08-07,BMW-DE,"EU Commission drops most charges against BMW in its antitrust investigation against automotive manufacturers; BMW accepts fine (€85.04, -1.26)",0
2021-08-07,BMW-DE,EU Commission fines car manufacturers €875.2M for restricting competition in emission cleaning for new diesel passenger cars,0
2021-08-07,GM-US,"Tesla China sales 33,155 China-made vehicles in June vs 33,463 in May - Reuters, citing data from China Passenger Car Association ($644.65, 0.00)",0
2021-08-07,MBG-DE,EU Commission fines car manufacturers €875.2M for restricting competition in emission cleaning for new diesel passenger cars,0
2021-08-07,PSNY-US,"Gores Guggenheim said to be in merger talks with Polestar -- Bloomberg ($10.19, +0.46)",0
2021-08-07,TSLA-US,Germany initiates fine proceedings against Tesla for illegal construction at Gigafactory site - Der Tagesspiegel,0
2021-08-07,TSLA-US,"Tesla China sales 33,155 China-made vehicles in June vs 33,463 in May - Reuters, citing data from China Passenger Car Association ($644.65, 0.00)",0
2021-08-08,175-HK,"Zhejiang Geely Holdings and Renault establish long-term strategic partnership in the development of hybrid electric vehicles (HK$27.30, 0.00)",0
2021-08-09,TSLA-US,"Tesla August China sales 44,264 China-made vehicles vs month-ago 32,968 - Sina, citing data from China Passenger Car Association ($752.92, 0.00)",0
2021-08-09,RACE-IT,"Oddo initiates AML.LN, RACE.IM",0
2021-08-09,7201-JP,"""I don't see a merger between Renault and Nissan"" -- RNO CEO Luca De Meo tells Sole24Ore (pre-open) (€29.74, 0.00)",0
2021-08-09,2333-HK,"Great Wall Motor reports August sales volume 74,257 units, (16.98%) y/y (HK$33.00, 0.00)",0
2021-08-09,GM-US,"Tesla August China sales 44,264 China-made vehicles vs month-ago 32,968 - Sina, citing data from China Passenger Car Association ($752.92, 0.00)",1
2021-08-09,1211-HK,"Tesla August China sales 44,264 China-made vehicles vs month-ago 32,968 - Sina, citing data from China Passenger Car Association ($752.92, 0.00)",1
2021-08-09,LCID-US,"Lucid Group announces cashless redemption of public warrants ($19.89, 0.00)",1
2021-08-09,2333-HK,"Great Wall Motor initiated buy at CLSA (pre-open) (HK$33.00, -1.15)",0
2021-08-10,MBG-DE,"Daimler upgraded to buy from neutral at UBS (€78.64, 0.00)",1
2021-08-11,2333-HK,"Great Wall Motor reports October sales volume 112,069 units, (17.33%) y/y (HK$32.55, 0.00)",1
2021-08-11,1211-HK,"BYD Co. completes 50.0M H-share placement at HK$276.00/share (HK$304.00, 0.00)",1
2021-08-11,175-HK,"Geely Automobile Holdings reports October sales volume 111,599 units, (20%) y/y (HK$25.40, 0.00)",1
2021-08-11,TSLA-US,"Unclear whether Tesla CEO Elon Musk followed procedure with his ""should I sell"" tweet - WSJ ($1162.94, 0.00)",1
2021-08-12,2333-HK,Other notable research calls,0
2021-08-12,9868-HK,"XPeng sees potential forced delisting in US ""several years away"" - Bloomberg (18:37 ET/05:37 HKT) (HK$188.90, +3.30)",0
2021-08-12,STLAM-IT,"Street Takeaways - Stellantis Investor Day ($18.78, 0.00)",1
2021-08-12,500520-IN,"Mahindra & Mahindra reports November Commercial Vehicles production 15,742 vs year-ago 20,040 (INR 838.35, -2.30)",1
2021-08-12,TSLA-US,"NHTSA is reviewing Tesla's in-dash video game feature -- Bloomberg (earlier) ($1046.22, -5.53)",0
2021-08-12,LCID-US,"Lucid Group announces $1.75B convertible note offering ($44.72, 0.00)",0
2021-08-13,LI-US,"Index change: Li Auto Inc added to Hang Seng Index, effective 26-Aug (HK$114.60, 0.00)",0
2021-08-14,STLAM-IT,Foreign automakers voice concern over Biden administration's embrace of unionized American rivals -- Bloomberg,0
2021-08-14,7203-JP,Foreign automakers voice concern over Biden administration's embrace of unionized American rivals -- Bloomberg,0
2021-08-14,7267-JP,Foreign automakers voice concern over Biden administration's embrace of unionized American rivals -- Bloomberg,0
2021-08-16,7203-JP,StreetAccount M&A Summary: Week of 9-Aug,0
2021-08-16,RACE-IT,Third Point discloses material changes in holdings in 13F filing,0
2021-08-17,7203-JP,"Toyota Motor subsidiary Woven Planet completes CARMERA acquisition (¥9753.0000, 0)",0
2021-08-18,VOW3-DE,TRATON CFO Christian Schulz is about to leave -- manager magazin,0
2021-08-18,175-HK,"Geely Automobile Holdings reports H1 net income attributable CNY2.38B vs FactSet CNY2.61B (HK$25.65, +0.05)",1
2021-08-18,175-HK,StreetAccount Metrics Recap - Geely Automobile H1 earnings,1
2021-08-18,MBG-DE,"Great Wall Motor signs agreement to acquire Daimler factory in Brazil for undisclosed sum (pre-Hong Kong open) (€71.81, 0.00)",0
2021-08-18,9868-HK,"XPeng to expand annual production capacity to 200K from 100K units at Zhaoqing Base ($37.87, 0.00)",0
2021-08-18,2333-HK,"Great Wall Motor signs agreement to acquire Daimler factory in Brazil for undisclosed sum (pre-Hong Kong open) (€71.81, 0.00)",1
2021-08-18,7267-JP,"Honda Motor looking to ramp up EV capacity in China - Nikkei (¥3480.0000, 0)",0
2021-08-19,1211-HK,StreetAccount Summary: The Economist print edition,0
2021-08-19,LI-US,"Chinese auto sector trading lower; CAC announces regulation to manage automobile data security, effective 1-Oct",0
2021-08-19,2333-HK,"Chinese auto sector trading lower; CAC announces regulation to manage automobile data security, effective 1-Oct",0
2021-08-19,175-HK,StreetAccount Summary: The Economist print edition,0
2021-08-19,175-HK,"Chinese auto sector trading lower; CAC announces regulation to manage automobile data security, effective 1-Oct",0
2021-08-19,TSLA-US,"Tesla to supply electric -power business in Japan - Nikkei (10:13 JT/21:13 ET) ($688.99, 0.00)",1
2021-08-19,STLAM-IT,"Stellantis negotiating with Credit Agricole regarding the future of FCA Bank -- Sole24Ore (€17.98, 0.00)",0
2021-08-19,9868-HK,"Chinese auto sector trading lower; CAC announces regulation to manage automobile data security, effective 1-Oct",0
2021-08-19,1211-HK,"Chinese auto sector trading lower; CAC announces regulation to manage automobile data security, effective 1-Oct",0
2021-08-19,STLAM-IT,StreetAccount Summary: The Economist print edition,0
2021-08-19,7203-JP,"Toyota Motor to cut September  production plan by (40%) from previous 900K automobiles - Nikkei (¥9641.0000, -84)",0
2021-08-19,7203-JP,"Toyota Motor maintains FY22 financial forecast despite suspension in domestic production in Aug and Sep due to parts shortage (¥9295.0000, 0)",0
2021-08-19,7203-JP,StreetAccount Summary: The Economist print edition,0
2021-08-20,2333-HK,"Follow-up: Great Wall Motor to acquire Daimler's factory in Brazil for €300M - 21st Century Business Herald citing sources (€69.26, -0.36)",0
2021-08-20,7203-JP,"Denso expects Toyota's production hiccup to be swift - Bloomberg (14:23 JT/01:23 ET) (¥8915.0000, 0)",0
2021-08-20,7203-JP,EU sector highlights - retailers gain; autos lag:,0
2021-08-20,MBG-DE,"Follow-up: Great Wall Motor to acquire Daimler's factory in Brazil for €300M - 21st Century Business Herald citing sources (€69.26, -0.36)",0
2021-08-22,1211-HK,"Shenzhen Stock Exchange suspends BYD Semiconductor's IPO due to legal representative being investigated (HK$250.40, 0.00)",0
2021-08-23,F-US,"Ford Motor doubles production target for F-150 Lightning due to strong early demand - Reuters ($12.73, 0.00)",1
2021-08-24,7203-JP,Japan to double subsidies for purchase of electric vehicles - Nikkei,1
2021-08-24,7201-JP,Japan to double subsidies for purchase of electric vehicles - Nikkei,1
2021-08-24,7267-JP,Japan to double subsidies for purchase of electric vehicles - Nikkei,1
2021-08-25,7203-JP,"Toyota to assemble fuel cell modules at Kentucky plant in 2023 (¥9484.0000, 0)",1
